flow	speed	occupancy	probability
13	71	5	8.16E-05
2	71	3	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
8	71	2	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
5	71	2	8.16E-05
8	71	3	8.16E-05
12	71	3	8.16E-05
8	71	3	8.16E-05
9	71	3	8.16E-05
9	71	3	8.16E-05
11	71	4	8.16E-05
5	71	2	8.16E-05
14	71	5	8.16E-05
8	71	2	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
6	71	2	8.16E-05
11	71	4	8.16E-05
10	71	3	8.16E-05
6	71	2	8.16E-05
8	71	3	8.16E-05
7	71	2	8.16E-05
9	71	3	8.16E-05
6	71	2	8.16E-05
5	71	2	8.16E-05
7	71	2	8.16E-05
13	71	5	8.16E-05
5	71	2	8.16E-05
10	71	3	8.16E-05
8	71	3	8.16E-05
8	71	2	8.16E-05
7	71	2	8.16E-05
9	71	3	8.16E-05
8	71	2	8.16E-05
9	71	3	8.16E-05
8	71	3	8.16E-05
14	71	5	8.16E-05
7	71	2	8.16E-05
8	71	3	8.16E-05
8	71	3	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
8	71	3	8.16E-05
11	71	3	8.16E-05
11	71	3	8.16E-05
6	71	2	8.16E-05
7	71	2	8.16E-05
8	71	3	8.16E-05
10	71	3	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
10	71	3	8.16E-05
11	71	4	8.16E-05
7	71	2	8.16E-05
8	71	2	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
10	71	3	8.16E-05
10	71	3	8.16E-05
7	71	2	8.16E-05
8	71	3	8.16E-05
13	71	5	8.16E-05
7	71	2	8.16E-05
12	71	5	8.16E-05
12	71	3	8.16E-05
8	71	3	8.16E-05
7	71	2	8.16E-05
7	71	2	8.16E-05
1	72	1	8.16E-05
6	72.1	2	8.16E-05
3	72	1	8.16E-05
2	72	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
8	72.8	3	8.16E-05
3	73	1	8.16E-05
13	72	5	8.16E-05
7	72	2	8.16E-05
7	72	3	8.16E-05
8	72	2	8.16E-05
1	72	1	8.16E-05
6	72	2	8.16E-05
13	72	5	8.16E-05
5	72	2	8.16E-05
3	73	1	8.16E-05
7	73	2	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
10	73	3	8.16E-05
6	73	2	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
3	73	1	8.16E-05
4	73	2	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
7	72	3	8.16E-05
11	72	5	8.16E-05
11	72	4	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
1	72	1	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
12	72	5	8.16E-05
3	72	1	8.16E-05
8	72	2	8.16E-05
11	72	4	8.16E-05
7	72	2	8.16E-05
3	72	1	8.16E-05
11	72	4	8.16E-05
1	72	1	8.16E-05
4	72	4	8.16E-05
7	72	2	8.16E-05
1	72	1	8.16E-05
7	72	2	8.16E-05
12	72	5	8.16E-05
11	72	4	8.16E-05
8	72	2	8.16E-05
6	72	2	8.16E-05
11	72	4	8.16E-05
7	72	2	8.16E-05
5	72	2	8.16E-05
7	72	2	8.16E-05
12	72	4	8.16E-05
2	72	1	8.16E-05
6	72	2	8.16E-05
2	72	1	8.16E-05
6	73	2	8.16E-05
12	73	5	8.16E-05
8	73	2	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
12	73	5	8.16E-05
8	73	2	8.16E-05
6	73	2	8.16E-05
14	73	4	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
6	73	2	8.16E-05
6	73	2	8.16E-05
8	73	3	8.16E-05
6	73	2	8.16E-05
8	73	2	8.16E-05
8	73	3	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
11	73	4	8.16E-05
6	73	2	8.16E-05
3	73	1	8.16E-05
9	73	3	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
12	73	3	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
9	73	3	8.16E-05
3	73	1	8.16E-05
7	73	2	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
11	73	3	8.16E-05
3	73	1	8.16E-05
11	73	3	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
9	73	5	8.16E-05
12	73	4	8.16E-05
11	73	5	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
9	73	3	8.16E-05
6	73	2	8.16E-05
6	73	2	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
3	73	1	8.16E-05
6	73	2	8.16E-05
11	73	3	8.16E-05
3	73	1	8.16E-05
11	73	4	8.16E-05
3	73	1	8.16E-05
13	73	4	8.16E-05
3	73	1	8.16E-05
3	73	1	8.16E-05
14	73	4	8.16E-05
5	72	1	8.16E-05
3	72	1	8.16E-05
8	72	3	8.16E-05
5	72	2	8.16E-05
4	72	2	8.16E-05
13	72	5	8.16E-05
3	72	1	8.16E-05
11	72	4	8.16E-05
14	72	4	8.16E-05
5	72	1	8.16E-05
14	72	5	8.16E-05
4	72	2	8.16E-05
5	72	1	8.16E-05
3	72	1	8.16E-05
4	72	1	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
1	72	3	8.16E-05
12	72	5	8.16E-05
3	72	3	8.16E-05
1	72	2	8.16E-05
2	72	3	8.16E-05
2	72	3	8.16E-05
13	72	4	8.16E-05
3	72	1	8.16E-05
4	72	1	8.16E-05
3	72	3	8.16E-05
5	72	1	8.16E-05
12	72	5	8.16E-05
1	72	2	8.16E-05
3	72	3	8.16E-05
13	72	5	8.16E-05
4	72	1	8.16E-05
2	72	2	8.16E-05
6	72	1	8.16E-05
4	72	1	8.16E-05
9	72	3	8.16E-05
4	72	1	8.16E-05
8	72	3	8.16E-05
4	72	1	8.16E-05
7	72	2	8.16E-05
11	72	3	8.16E-05
4	72	2	8.16E-05
12	72	4	8.16E-05
13	72	5	8.16E-05
7	72	2	8.16E-05
7	72	2	8.16E-05
9	72	3	8.16E-05
3	72	1	8.16E-05
5	72	1	8.16E-05
13	72	5	8.16E-05
12	72	4	8.16E-05
3	72	1	8.16E-05
4	72	2	8.16E-05
5	72	2	8.16E-05
10	72	2	8.16E-05
4	72	2	8.16E-05
7	72	2	8.16E-05
13	72	5	8.16E-05
12	72	5	8.16E-05
2	72	2	8.16E-05
10	72	2	8.16E-05
14	72	4	8.16E-05
5	72	2	8.16E-05
13	72	5	8.16E-05
3	72	1	8.16E-05
11	72	4	8.16E-05
8	72	2	8.16E-05
4	72	1	8.16E-05
12	72	5	8.16E-05
8	72	2	8.16E-05
5	72	2	8.16E-05
3	72	1	8.16E-05
1	72	2	8.16E-05
4	72	3	8.16E-05
4	72	1	8.16E-05
1	72	2	8.16E-05
7	72	2	8.16E-05
12	72	4	8.16E-05
7	72	2	8.16E-05
4	72	1	8.16E-05
3	72	1	8.16E-05
14	72	4	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
6	72	2	8.16E-05
11	72	4	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
10	72	5	8.16E-05
3	72	1	8.16E-05
3	72	1	8.16E-05
2	72	1	8.16E-05
3	72	1	8.16E-05
6	72	2	8.16E-05
7	72	2	8.16E-05
4	72	1	8.16E-05
12	72	4	8.16E-05
12	72	4	8.16E-05
1	72	2	8.16E-05
4	72	3	8.16E-05
3	72	2	8.16E-05
9	72	3	8.16E-05
2	72	2	8.16E-05
9	72	3	8.16E-05
4	72	1	8.16E-05
10	72	3	8.16E-05
6	72	2	8.16E-05
2	72	2	8.16E-05
8	72	3	8.16E-05
2	72	1	8.16E-05
5	72	2	8.16E-05
4	72	1	8.16E-05
4	72	1	8.16E-05
7	72	3	8.16E-05
7	72	2	8.16E-05
5	72	1	8.16E-05
4	72	1	8.16E-05
11	72	3	8.16E-05
1	72	2	8.16E-05
7	72	2	8.16E-05
3	72	1	8.16E-05
4	72	1	8.16E-05
4	72	1	8.16E-05
4	72	1	8.16E-05
12	72	5	8.16E-05
2	72	2	8.16E-05
4	72	1	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
14	68	4	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
11	68	5	8.16E-05
7	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
8	68	4	8.16E-05
9	68	5	8.16E-05
12	68	5	8.16E-05
10	68	5	8.16E-05
13	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
8	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
8	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
12	68	5	8.16E-05
9	68	4	8.16E-05
13	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
10	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
11	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
11	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
8	68	4	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
8	68	4	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
11	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
8	68	5	8.16E-05
13	68	5	8.16E-05
6	68	2	8.16E-05
6	68	2	8.16E-05
13	68	5	8.16E-05
3	68	3	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
7	68	4	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
5	68	3	8.16E-05
5	68	3	8.16E-05
5	68	3	8.16E-05
6	68	2	8.16E-05
4	68	3	8.16E-05
2	68	3	8.16E-05
7	68	2	8.16E-05
4	68	3	8.16E-05
6	68	2	8.16E-05
8	68	2	8.16E-05
8	68	2	8.16E-05
2	68	3	8.16E-05
5	68	3	8.16E-05
5	68	3	8.16E-05
6	68	2	8.16E-05
5	68	3	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
8	68	4	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
9	68	4	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
10	68	5	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
10	68	4	8.16E-05
5	68	5	8.16E-05
8	68	5	8.16E-05
2	68	5	8.16E-05
11	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
7	68	4	8.16E-05
11	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
8	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
10	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
4	68	5	8.16E-05
11	68	5	8.16E-05
8	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
8	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
9	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
10	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
10	68	4	8.16E-05
12	68	5	8.16E-05
14	68	4	8.16E-05
12	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
2	68	5	8.16E-05
10	68	5	8.16E-05
10	68	5	8.16E-05
12	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
10	68	4	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
8	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
14	68	5	8.16E-05
14	68	5	8.16E-05
11	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
10	68	4	8.16E-05
14	68	4	8.16E-05
13	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
5	68	5	8.16E-05
12	68	5	8.16E-05
13	68	5	8.16E-05
7	68	5	8.16E-05
10	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
12	68	5	8.16E-05
14	68	5	8.16E-05
13	68	5	8.16E-05
11	68	5	8.16E-05
13	68	5	8.16E-05
12	68	5	8.16E-05
8	68	4	8.16E-05
11	68	5	8.16E-05
12	68	5	8.16E-05
9	68	5	8.16E-05
12	68	5	8.16E-05
12	68	5	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
8	68	2	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
8	68	2	8.16E-05
10	68	4	8.16E-05
7	68	2	8.16E-05
5	68	2	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
4	68	4	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
11	68	4	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
5	68	2	8.16E-05
5	68	2	8.16E-05
6	68	2	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	4	8.16E-05
8	68	2	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
7	68	2	8.16E-05
6	68	2	8.16E-05
10	68	4	8.16E-05
5	68	2	8.16E-05
10	68	4	8.16E-05
5	68	2	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
5	68	2	8.16E-05
10	68	4	8.16E-05
5	68	2	8.16E-05
5	68	2	8.16E-05
6	68	2	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
10	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
7	68	2	8.16E-05
6	68	2	8.16E-05
6	68	2	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
11	68	4	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
9	68	3	8.16E-05
10	68	3	8.16E-05
8	68	3	8.16E-05
11	68	3	8.16E-05
9	68	3	8.16E-05
10	68	3	8.16E-05
9	68	3	8.16E-05
10	68	3	8.16E-05
9	68	3	8.16E-05
9	68	3	8.16E-05
9	68	3	8.16E-05
8	68	3	8.16E-05
8	68	3	8.16E-05
13	68	3	8.16E-05
9	68	3	8.16E-05
10	68	3	8.16E-05
9	68	3	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
8	68	3	8.16E-05
7	68	3	8.16E-05
8	68	3	8.16E-05
8	68	2	8.16E-05
8	68	3	8.16E-05
7	68	3	8.16E-05
9	68	2	8.16E-05
6	68	2	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
6	68	2	8.16E-05
6	68	2	8.16E-05
7	68	3	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
7	68	2	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
6	68	2	8.16E-05
7	68	3	8.16E-05
8	68	2	8.16E-05
7	68	3	8.16E-05
10	68	3	8.16E-05
9	68	3	8.16E-05
6	68	2	8.16E-05
8	68	2	8.16E-05
5	68	3	8.16E-05
6	68	2	8.16E-05
5	68	3	8.16E-05
6	68	2	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
7	68	2	8.16E-05
7	68	3	8.16E-05
9	68	3	8.16E-05
4	68	2	8.16E-05
6	68	3	8.16E-05
6	68	3	8.16E-05
5	68	2	8.16E-05
8	68	3	8.16E-05
4	68	2	8.16E-05
9	68	3	8.16E-05
4	68	2	8.16E-05
10	68	3	8.16E-05
4	68	2	8.16E-05
4	68	2	8.16E-05
6	68	3	8.16E-05
10	68	3	8.16E-05
4	68	2	8.16E-05
4	68	2	8.16E-05
9	68	2	8.16E-05
2	68	3	8.16E-05
7	68	2	8.16E-05
2	68	3	8.16E-05
7	68	3	8.16E-05
8	68	3	8.16E-05
2	68	3	8.16E-05
8	68	3	8.16E-05
4	68	3	8.16E-05
6	68	2	8.16E-05
4	68	3	8.16E-05
6	68	2	8.16E-05
4	68	3	8.16E-05
7	68	2	8.16E-05
2	68	3	8.16E-05
4	68	3	8.16E-05
4	68	3	8.16E-05
7	68	2	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
7	68	2	8.16E-05
5	68	3	8.16E-05
5	68	3	8.16E-05
8	68	2	8.16E-05
8	68	3	8.16E-05
8	68	2	8.16E-05
7	68	2	8.16E-05
8	68	3	8.16E-05
7	68	3	8.16E-05
7	68	2	8.16E-05
7	68	3	8.16E-05
7	68	2	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
6	68	3	8.16E-05
7	68	2	8.16E-05
7	68	3	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
6	68	2	8.16E-05
6	68	2	8.16E-05
7	68	2	8.16E-05
6	68	2	8.16E-05
8	68	2	8.16E-05
6	68	3	8.16E-05
6	68	3	8.16E-05
7	68	3	8.16E-05
6	68	3	8.16E-05
7	68	2	8.16E-05
10	68	4	8.16E-05
11	68	4	8.16E-05
10	68	4	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
8	68	2	8.16E-05
6	68	2	8.16E-05
11	68	4	8.16E-05
10	68	4	8.16E-05
11	68	4	8.16E-05
11	68	4	8.16E-05
10	68	3	8.16E-05
4	68	2	8.16E-05
9	68	3	8.16E-05
4	68	2	8.16E-05
6	68	2	8.16E-05
7	68	3	8.16E-05
4	68	2	8.16E-05
9	68	3	8.16E-05
8	68	3	8.16E-05
4	68	2	8.16E-05
5	68	2	8.16E-05
8	68	3	8.16E-05
10	68	3	8.16E-05
4	68	2	8.16E-05
4	68	2	8.16E-05
10	68	3	8.16E-05
8	68	2	8.16E-05
6	68	3	8.16E-05
7	68	3	8.16E-05
6	68	3	8.16E-05
6	68	3	8.16E-05
9	68	2	8.16E-05
7	68	3	8.16E-05
6	68	3	8.16E-05
7	68	2	8.16E-05
8	68	2	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
6	68	2	8.16E-05
7	68	2	8.16E-05
7	68	3	8.16E-05
7	68	3	8.16E-05
7	68	2	8.16E-05
10	67	3	8.16E-05
8	67	2	8.16E-05
13	67	5	8.16E-05
7	67	2	8.16E-05
12	67	4	8.16E-05
3	67	1	8.16E-05
6	67	2	8.16E-05
12	67	4	8.16E-05
12	67	4	8.16E-05
6	67	2	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
7	67	2	8.16E-05
3	67	1	8.16E-05
12	67	4	8.16E-05
6	67	2	8.16E-05
11	67	4	8.16E-05
8	67	3	8.16E-05
3	67	1	8.16E-05
6	67	2	8.16E-05
3	67	1	8.16E-05
8	67	4	8.16E-05
14	67	4	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
8	67	3	8.16E-05
13	67	5	8.16E-05
3	67	1	8.16E-05
11	67	4	8.16E-05
10	67	4	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
3	67	4	8.16E-05
3	67	1	8.16E-05
7	67	2	8.16E-05
7	67	2	8.16E-05
8	67	4	8.16E-05
13	67	5	8.16E-05
13	67	5	8.16E-05
7	67	4	8.16E-05
4	67	1	8.16E-05
11	67	3	8.16E-05
11	67	3	8.16E-05
11	67	4	8.16E-05
12	67	5	8.16E-05
11	67	4	8.16E-05
12	67	5	8.16E-05
8	67	3	8.16E-05
9	67	3	8.16E-05
10	67	4	8.16E-05
8	67	2	8.16E-05
11	67	4	8.16E-05
6	67	2	8.16E-05
11	67	4	8.16E-05
3	67	4	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
11	67	4	8.16E-05
6	67	2	8.16E-05
10	67	3	8.16E-05
6	67	2	8.16E-05
13	67	5	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
6	67	2	8.16E-05
3	67	1	8.16E-05
13	67	5	8.16E-05
3	67	1	8.16E-05
7	67	2	8.16E-05
7	67	2	8.16E-05
11	67	4	8.16E-05
11	67	4	8.16E-05
8	67	5	8.16E-05
11	67	4	8.16E-05
11	67	4	8.16E-05
12	67	5	8.16E-05
12	67	4	8.16E-05
6	67	2	8.16E-05
7	67	2	8.16E-05
13	67	5	8.16E-05
6	67	2	8.16E-05
7	67	2	8.16E-05
12	67	4	8.16E-05
6	67	2	8.16E-05
10	67	4	8.16E-05
7	67	2	8.16E-05
6	67	2	8.16E-05
6	67	2	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
11	67	4	8.16E-05
8	67	2	8.16E-05
11	67	4	8.16E-05
8	67	2	8.16E-05
7	67	3	8.16E-05
6	67	2	8.16E-05
6	67	2	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
13	67	5	8.16E-05
3	67	1	8.16E-05
9	67	3	8.16E-05
14	67	5	8.16E-05
3	67	4	8.16E-05
7	67	3	8.16E-05
2	67	5	8.16E-05
7	67	2	8.16E-05
13	67	5	8.16E-05
6	67	2	8.16E-05
9	67	2	8.16E-05
6	67	2	8.16E-05
13	67	5	8.16E-05
6	67	2	8.16E-05
7	67	2	8.16E-05
7	67	3	8.16E-05
7	67	2	8.16E-05
6	67	2	8.16E-05
13	67	5	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
9	67	2	8.16E-05
11	67	4	8.16E-05
13	67	5	8.16E-05
11	67	4	8.16E-05
14	67	5	8.16E-05
8	67	3	8.16E-05
4	67	1	8.16E-05
14	67	5	8.16E-05
9	67	3	8.16E-05
10	67	2	8.16E-05
3	67	1	8.16E-05
12	67	5	8.16E-05
4	67	1	8.16E-05
3	67	4	8.16E-05
9	67	3	8.16E-05
10	67	3	8.16E-05
11	67	3	8.16E-05
14	67	4	8.16E-05
10	67	3	8.16E-05
10	67	3	8.16E-05
3	67	1	8.16E-05
10	67	4	8.16E-05
10	67	4	8.16E-05
4	67	1	8.16E-05
11	67	4	8.16E-05
9	67	3	8.16E-05
4	67	1	8.16E-05
10	67	3	8.16E-05
14	67	5	8.16E-05
4	67	1	8.16E-05
4	67	4	8.16E-05
3	67	1	8.16E-05
14	67	5	8.16E-05
3	67	1	8.16E-05
4	67	1	8.16E-05
14	67	5	8.16E-05
12	67	5	8.16E-05
3	67	1	8.16E-05
12	67	3	8.16E-05
10	67	4	8.16E-05
14	67	5	8.16E-05
10	67	4	8.16E-05
14	67	4	8.16E-05
11	67	4	8.16E-05
8	67	3	8.16E-05
14	67	5	8.16E-05
11	67	4	8.16E-05
12	67	3	8.16E-05
8	67	3	8.16E-05
9	67	3	8.16E-05
12	67	3	8.16E-05
3	67	1	8.16E-05
3	67	1	8.16E-05
11	67	4	8.16E-05
14	67	5	8.16E-05
4	67	4	8.16E-05
14	67	5	8.16E-05
10	67	3	8.16E-05
8	67	3	8.16E-05
11	67	4	8.16E-05
11	67	3	8.16E-05
11	67	4	8.16E-05
10	67	2	8.16E-05
11	67	4	8.16E-05
10	67	3	8.16E-05
4	67	1	8.16E-05
10	67	5	8.16E-05
11	67	4	8.16E-05
10	67	4	8.16E-05
10	67	3	8.16E-05
8	67	3	8.16E-05
9	67	3	8.16E-05
8	67	3	8.16E-05
10	67	3	8.16E-05
11	67	3	8.16E-05
8	67	3	8.16E-05
6	67	1	8.16E-05
12	67	5	8.16E-05
11	67	3	8.16E-05
11	67	3	8.16E-05
10	67	4	8.16E-05
11	67	4	8.16E-05
9	67	3	8.16E-05
11	67	3	8.16E-05
10	67	4	8.16E-05
8	67	4	8.16E-05
10	67	4	8.16E-05
8	67	4	8.16E-05
14	67	5	8.16E-05
8	67	3	8.16E-05
10	67	4	8.16E-05
8	67	3	8.16E-05
13	67	5	8.16E-05
9	67	3	8.16E-05
11	67	4	8.16E-05
11	67	3	8.16E-05
13	67	5	8.16E-05
10	67	3	8.16E-05
